name,total_sqrt_cost,budget_allocation_ratio,candidate_id
政を祭に変える #vote_forプロジェクト,183.61938297717072,0.13207248892115545,0
淡路島クエストカレッジ,214.25194663631575,0.15410566896403807,1
イナトリアートセンター計画,182.331885487058,0.1311464265673784,2
JINEN TRAVEL,175.71812331919875,0.12638932513026951,3
ビオ田んぼプロジェクト,209.30167708353298,0.15054507307232917,4
パラ旅応援団,197.96202181403058,0.14238876369655223,5
10代・20代の「いま、やりたい」を後押しする拠点　ちばユースセンターPRISM,227.10740342550167,0.16335225364827724,6
