name,total_sqrt_cost,budget_allocation_ratio,candidate_id
政を祭に変える #vote_forプロジェクト,180.61938297717072,0.1338622951728216,0
淡路島クエストカレッジ,210.25194663631575,0.15582385277469463,1
イナトリアートセンター計画,176.331885487058,0.13068470567431942,2
JINEN TRAVEL,168.71812331919875,0.12504192436319925,3
ビオ田んぼプロジェクト,206.30167708353298,0.15289619274081193,4
パラ旅応援団,185.96202181403058,0.13782188071227564,5
10代・20代の「いま、やりたい」を後押しする拠点　ちばユースセンターPRISM,221.10740342550167,0.1638691485618776,6
