name,total_sqrt_cost,budget_allocation_ratio,candidate_id
政を祭に変える #vote_forプロジェクト,182.61938297717072,0.13259303367604305,0
淡路島クエストカレッジ,212.25194663631575,0.15410811847761463,1
イナトリアートセンター計画,178.331885487058,0.12948004375227612,2
JINEN TRAVEL,174.71812331919875,0.12685622758879653,3
ビオ田んぼプロジェクト,206.30167708353298,0.1497878525872612,4
パラ旅応援団,195.96202181403058,0.14228061958166513,5
10代・20代の「いま、やりたい」を後押しする拠点　ちばユースセンターPRISM,227.10740342550167,0.16489410433634338,6
