name,total_sqrt_cost,budget_allocation_ratio,candidate_id
政を祭に変える #vote_forプロジェクト,176.61938297717072,0.1299347937818694,0
淡路島クエストカレッジ,211.25194663631575,0.1554131696052643,1
イナトリアートセンター計画,177.331885487058,0.13045896539390153,2
JINEN TRAVEL,169.71812331919875,0.1248576967193707,3
ビオ田んぼプロジェクト,206.30167708353298,0.15177137082495357,4
パラ旅応援団,193.96202181403058,0.14269337193403117,5
10代・20代の「いま、やりたい」を後押しする拠点　ちばユースセンターPRISM,224.10740342550167,0.1648706317406094,6
