name,total_sqrt_cost,budget_allocation_ratio,candidate_id
政を祭に変える #vote_forプロジェクト,172.61938297717072,0.13064434311008924,0
淡路島クエストカレッジ,207.25194663631575,0.15685546987599672,1
イナトリアートセンター計画,169.331885487058,0.1281562508537947,2
JINEN TRAVEL,163.71812331919875,0.12390756071166137,3
ビオ田んぼプロジェクト,200.30167708353298,0.1515952645357804,4
パラ旅応援団,187.96202181403058,0.14225618494294986,5
10代・20代の「いま、やりたい」を後押しする拠点　ちばユースセンターPRISM,220.10740342550167,0.1665849259697278,6
