candidate_id,title,votes,budget_allocation,percentage
6,Chiba Youth Center PRISM,43.292857142857144,60804.5746388443,24.32182985553772
1,Awaji Island Quest College,38.49285714285714,54063.00160513644,21.625200642054573
4,Bio Rice Field Project,27.159523809523808,38145.398608881755,15.258159443552701
5,Para Travel Support Team,17.876190476190477,25107.00909577314,10.042803638309257
0,#vote_for Project,17.626190476190477,24755.885500267523,9.902354200107009
3,JINEN TRAVEL,17.04285714285714,23936.597110754414,9.574638844301765
2,Inatori Art Center Plan,16.509523809523806,23187.533440342424,9.27501337613697
