count,mean,std,min,max,one_vote_count,name,one_vote_percentage,zero_vote_count,expected_one_vote_count,one_vote_deviation,one_vote_deviation_percentage
133,2.4586466165413534,1.8361326212890916,0,9,21,Politics to Festival #vote_for Project,15.789473684210526,-9,14.777777777777779,6.222222222222221,42.105263157894726
133,3.2330827067669174,2.222090259619453,0,9,16,Awaji Island Quest College,12.030075187969924,-9,14.777777777777779,1.2222222222222214,8.270676691729317
133,2.5338345864661656,2.08729516208015,0,9,24,Inatori Art Center Plan,18.045112781954884,-9,14.777777777777779,9.222222222222221,62.406015037593974
133,2.4661654135338344,2.2947531463610873,-2,9,25,JINEN TRAVEL,18.796992481203006,-9,14.777777777777779,10.222222222222221,69.17293233082707
133,3.1052631578947367,2.2437224140103376,-1,9,15,Bio Rice Field Project,11.278195488721805,-9,14.777777777777779,0.22222222222222143,1.5037593984962352
133,2.8045112781954886,2.1050395757329934,0,9,20,Para Travel Support Team,15.037593984962406,-9,14.777777777777779,5.222222222222221,35.33834586466165
133,3.5864661654135337,2.409349904613628,0,9,17,Chiba Youth Center PRISM - Support for Teens and 20s,12.781954887218044,-9,14.777777777777779,2.2222222222222214,15.037593984962399
